Id,MSZoning,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Foundation,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,CentralAir,KitchenQual,SalePrice
1200,C,8779,Whitefield,Apartment,2Story,9,5,1977,1988,BrkTil,1433.0,2168,65,2233,3,1,2,6,1,2.0,471.0,Y,Y,Gd,15163818
1201,RL,10176,Sector17,1Fam,SplitLevel,4,3,2009,2022,PConc,387.0,459,141,600,1,0,5,8,1,2.0,379.0,Y,Y,Ex,10613974
1202,RL,8302,Powai,Duplex,1Story,10,3,2013,2014,PConc,,895,83,978,2,0,4,8,0,1.0,152.0,Y,Y,Gd,12365390
1203,RM,10087,Viman Nagar,1Fam,2Story,5,5,1992,2009,BrkTil,811.0,1267,590,1857,1,0,3,6,1,0.0,33.0,Y,Y,Gd,12478881
1204,RM,7170,Indiranagar,1Fam,1Story,8,5,2009,2015,PConc,1372.0,1306,1069,2375,3,1,4,8,1,1.0,168.0,Y,Y,Gd,17654899
1205,RL,10484,Whitefield,1Fam,2Story,10,3,1980,1985,PConc,822.0,861,168,1029,2,0,2,6,2,1.0,144.0,Y,Y,TA,10718378
1206,RL,11108,Viman Nagar,Duplex,1Story,3,5,2015,2024,PConc,1032.0,708,698,1406,3,1,5,9,1,3.0,644.0,Y,Y,Fa,10245709
1207,RL,3533,Powai,1Fam,1Story,9,4,1977,1984,CBlock,1363.0,1327,473,1800,3,1,3,8,2,2.0,383.0,Y,Y,Gd,14239187
1208,RM,7442,Whitefield,1Fam,1Story,3,6,1998,1999,PConc,636.0,520,353,873,1,1,2,5,1,3.0,642.0,Y,Y,Gd,11450105
1209,RL,7172,Sector17,1Fam,2Story,6,6,1999,2015,CBlock,820.0,1513,347,1860,3,0,4,9,0,1.0,199.0,Y,Y,Fa,9175362
1210,C,6151,Powai,1Fam,1Story,9,6,1979,1983,PConc,294.0,593,7,600,1,1,5,8,0,2.0,406.0,Y,Y,Gd,8636941
1211,RL,7983,Malad,1Fam,1Story,10,4,2008,2021,PConc,740.0,1351,495,1846,2,0,5,9,1,1.0,228.0,Y,Y,TA,12139120
1212,RM,7082,Bandra,1Fam,SplitLevel,7,9,1997,2016,CBlock,574.0,1001,101,1102,3,0,2,7,2,1.0,168.0,Y,Y,Gd,13944248
1213,FV,5529,Sector17,Duplex,1Story,5,5,2018,2020,PConc,610.0,1037,339,1376,3,0,4,9,1,0.0,,Y,Y,Gd,11404003
1214,RL,6946,Whitefield,1Fam,2Story,7,7,2005,2009,PConc,,1439,486,1925,2,0,5,9,2,3.0,660.0,N,Y,TA,13856785
1215,RL,9409,Indiranagar,Duplex,1Story,10,5,1982,1997,CBlock,1222.0,1759,64,1823,1,1,4,7,1,,628.0,Y,Y,TA,13812850
1216,RL,7365,Viman Nagar,Duplex,SplitLevel,6,3,2001,2018,BrkTil,,1508,88,1596,3,1,3,7,0,1.0,196.0,Y,Y,Gd,13633919
1217,RL,8253,Saket,Duplex,1Story,3,8,2005,2021,PConc,1458.0,1860,224,2084,2,1,5,8,0,0.0,39.0,N,Y,Gd,12093822
1218,RL,6445,Viman Nagar,1Fam,1Story,9,6,2006,2016,PConc,580.0,485,264,749,3,1,3,7,2,1.0,227.0,Y,Y,TA,11194632
1219,RL,7904,Whitefield,Duplex,2Story,7,5,1995,2011,PConc,717.0,1314,388,1702,1,0,5,7,1,1.0,247.0,Y,N,Gd,10521825
1220,FV,4581,Viman Nagar,1Fam,SplitLevel,10,7,1991,2006,CBlock,487.0,736,468,1204,1,0,2,5,2,1.0,142.0,Y,Y,TA,11030854
1221,RM,6000,Bandra,1Fam,2Story,7,3,1973,1974,BrkTil,1368.0,1486,573,2059,1,0,5,8,0,0.0,0.0,Y,Y,Gd,14156939
1222,C,6794,Powai,Duplex,1Story,10,4,2000,2003,BrkTil,1002.0,1441,502,1943,1,0,5,7,2,2.0,456.0,Y,Y,Gd,14061101
1223,RL,4447,Saket,Apartment,2Story,3,9,1987,1993,PConc,983.0,1795,166,1961,2,1,4,7,1,0.0,83.0,Y,Y,Gd,10457514
1224,RL,5339,Koramangala,1Fam,2Story,9,4,2007,2008,PConc,1289.0,2296,126,2422,3,1,4,8,2,1.0,173.0,N,Y,TA,13851712
1225,RL,7626,Whitefield,1Fam,SplitLevel,5,7,1993,1998,PConc,,1529,634,2163,2,0,3,6,1,2.0,407.0,Y,Y,Gd,13745058
1226,RL,7259,Andheri,Apartment,SplitLevel,3,3,1992,2008,PConc,919.0,773,748,1521,1,0,3,6,1,1.0,200.0,Y,Y,Gd,11222701
1227,RL,8612,Koramangala,Apartment,2Story,7,6,1991,1997,CBlock,,1488,111,1599,1,0,3,5,0,0.0,0.0,Y,N,Gd,11294112
1228,RL,5798,Viman Nagar,1Fam,2Story,5,5,1971,1975,PConc,1149.0,1115,785,1900,1,0,5,8,1,0.0,0.0,Y,Y,Fa,8786055
1229,RM,7115,Whitefield,1Fam,2Story,10,3,2000,2004,CBlock,1116.0,1352,316,1668,1,1,5,8,1,2.0,321.0,Y,N,Fa,8934920
1230,RL,5656,Malad,1Fam,2Story,5,9,1980,1999,BrkTil,1083.0,1000,952,1952,3,0,3,8,1,0.0,0.0,N,Y,TA,10981753
1231,RL,8412,Andheri,Duplex,1Story,10,4,1997,2012,PConc,300.0,419,181,600,1,1,2,4,2,1.0,148.0,Y,Y,Fa,6840841
1232,RL,9381,Saket,1Fam,1Story,3,9,2015,2024,CBlock,1184.0,2522,18,2540,3,1,2,6,0,2.0,408.0,Y,Y,Ex,15238392
1233,FV,7966,Indiranagar,Duplex,1Story,7,9,2001,2009,PConc,879.0,897,733,1630,1,0,5,8,2,3.0,584.0,Y,Y,Fa,11891693
1234,RL,9122,Malad,Apartment,SplitLevel,6,7,1974,1978,PConc,549.0,560,228,788,3,0,2,6,2,1.0,183.0,N,Y,Ex,10006297
1235,RL,7064,Koramangala,Apartment,1Story,7,7,2007,2014,PConc,803.0,747,396,1143,3,1,2,6,0,3.0,677.0,Y,Y,Gd,11994124
1236,RL,8611,Powai,Apartment,1Story,10,5,1979,1987,PConc,400.0,571,29,600,1,1,3,6,2,2.0,403.0,Y,Y,Gd,10309194
1237,RL,7150,Bandra,1Fam,1Story,4,7,2009,2013,PConc,520.0,985,69,1054,2,0,2,6,2,,493.0,Y,N,Fa,9776025
1238,RM,4950,Indiranagar,1Fam,2Story,9,7,2015,2024,CBlock,970.0,945,583,1528,2,1,2,5,1,1.0,222.0,N,Y,TA,14789308
1239,RL,7493,Malad,1Fam,SplitLevel,8,3,1993,1994,CBlock,1480.0,1274,1083,2357,2,0,5,9,2,0.0,40.0,Y,Y,TA,12320640
1240,RL,5009,Powai,1Fam,2Story,6,6,2004,2012,PConc,1071.0,1468,337,1805,2,0,5,8,0,1.0,156.0,N,Y,Fa,11454809
1241,RL,11678,Powai,1Fam,1Story,5,5,2013,2023,BrkTil,1063.0,1146,570,1716,2,1,5,8,2,0.0,0.0,N,N,TA,11485473
1242,C,6331,Whitefield,1Fam,SplitLevel,6,3,2017,2020,CBlock,615.0,862,170,1032,1,1,2,5,1,0.0,0.0,Y,Y,TA,11490613
1243,RL,8290,Malad,Apartment,1Story,9,6,1992,1993,CBlock,743.0,612,575,1187,1,0,3,6,2,1.0,260.0,Y,Y,Ex,11537784
1244,RL,6975,Saket,Apartment,SplitLevel,5,9,1986,1991,PConc,,694,532,1226,1,0,4,6,0,2.0,381.0,Y,Y,TA,7249446
1245,RL,4532,Viman Nagar,1Fam,1Story,9,3,1970,1983,PConc,553.0,1050,196,1246,1,1,5,8,1,1.0,128.0,Y,Y,Fa,8590354
1246,RL,3202,Andheri,1Fam,2Story,5,8,2000,2000,CBlock,996.0,863,561,1424,1,1,5,7,2,3.0,619.0,Y,Y,Fa,8697494
1247,RL,8498,Andheri,1Fam,1Story,6,3,2000,2017,BrkTil,663.0,1356,105,1461,1,1,5,8,0,2.0,403.0,Y,Y,Gd,10712331
1248,RL,10098,Koramangala,Apartment,SplitLevel,5,7,2011,2017,PConc,610.0,756,674,1430,3,1,3,7,0,0.0,0.0,Y,Y,Gd,12500991
1249,RL,5530,Koramangala,1Fam,1Story,5,6,2011,2011,CBlock,999.0,768,496,1264,3,0,4,9,2,2.0,381.0,Y,Y,Gd,11140126
1250,RL,3686,Andheri,Apartment,1Story,4,5,2022,2022,PConc,1304.0,1665,2,1667,1,0,4,6,2,1.0,156.0,Y,Y,Gd,12815244
1251,C,6349,Saket,Duplex,SplitLevel,7,5,2003,2003,CBlock,611.0,1033,409,1442,1,0,5,7,1,2.0,446.0,Y,Y,Gd,10136126
1252,RL,5125,Bandra,Apartment,1Story,7,6,1978,1981,PConc,462.0,682,120,802,3,1,2,7,2,0.0,1.0,Y,N,TA,9079810
1253,RL,5699,Sector17,Duplex,2Story,8,7,1991,1994,CBlock,767.0,956,661,1617,3,1,5,9,1,0.0,12.0,Y,Y,TA,9601251
1254,RL,8220,Viman Nagar,Apartment,2Story,8,4,1982,1999,CBlock,915.0,1240,301,1541,1,0,5,7,2,2.0,370.0,Y,Y,Fa,9179626
1255,RL,6899,Bandra,Duplex,2Story,10,3,1994,2004,PConc,592.0,699,111,810,3,1,2,6,0,3.0,666.0,N,Y,Ex,16410494
1256,RL,5340,Whitefield,1Fam,1Story,10,7,2017,2017,PConc,1017.0,857,447,1304,2,1,2,5,0,0.0,11.0,Y,Y,Gd,14654796
1257,RL,8177,Sector17,1Fam,SplitLevel,10,8,1987,1996,BrkTil,1240.0,1735,163,1898,2,1,5,8,0,3.0,492.0,Y,N,Gd,10973180
1258,RL,8333,Sector17,Apartment,SplitLevel,4,9,2020,2024,CBlock,558.0,826,205,1031,2,1,3,7,0,0.0,22.0,Y,Y,Gd,9964055
1259,RL,6325,Malad,1Fam,1Story,8,6,1981,1984,CBlock,627.0,679,299,978,3,1,3,7,1,2.0,386.0,Y,Y,Gd,9140997
1260,RL,7275,Saket,1Fam,1Story,9,3,2009,2014,CBlock,754.0,1119,318,1437,1,1,2,4,0,0.0,0.0,Y,Y,Gd,9941704
1261,C,8041,Saket,Duplex,1Story,10,5,1986,2001,BrkTil,1459.0,1506,405,1911,1,0,5,7,1,3.0,649.0,Y,Y,Fa,8747715
1262,RL,7852,Sector17,Duplex,1Story,10,9,1984,1985,PConc,1874.0,1459,1046,2505,1,0,3,6,1,3.0,604.0,Y,Y,Gd,13905208
1263,RL,7081,Malad,1Fam,2Story,6,4,2011,2024,BrkTil,1202.0,1352,577,1929,3,0,5,10,1,2.0,485.0,Y,Y,TA,10893950
1264,RL,9865,Viman Nagar,1Fam,SplitLevel,3,8,1984,1993,PConc,,1438,704,2142,3,0,5,9,2,3.0,605.0,Y,Y,TA,11799214
1265,RL,8165,Sector17,1Fam,2Story,9,5,1984,2000,PConc,917.0,1241,532,1773,2,1,5,8,1,3.0,576.0,Y,Y,TA,10742677
1266,RL,6098,Indiranagar,1Fam,2Story,10,6,2008,2020,CBlock,519.0,1106,151,1257,3,0,3,8,2,2.0,309.0,Y,Y,TA,13554098
1267,RL,6110,Koramangala,Apartment,1Story,10,3,1982,1999,BrkTil,1398.0,1426,499,1925,2,0,4,8,1,0.0,0.0,Y,N,TA,11162047
1268,RL,5883,Koramangala,Duplex,1Story,10,6,1986,1998,PConc,903.0,1510,47,1557,2,0,5,8,2,2.0,383.0,Y,Y,TA,12007206
1269,RL,8264,Bandra,Apartment,2Story,3,9,2001,2017,PConc,947.0,1156,632,1788,1,0,3,6,2,0.0,73.0,Y,Y,TA,14022712
1270,RL,5754,Whitefield,1Fam,2Story,3,3,1978,1982,CBlock,662.0,797,329,1126,3,1,4,8,0,0.0,0.0,N,Y,Gd,10632254
1271,RL,6150,Koramangala,1Fam,2Story,4,7,2009,2019,PConc,1333.0,1637,196,1833,1,1,2,4,1,0.0,82.0,N,Y,Ex,15199997
1272,RM,9116,Powai,Duplex,1Story,9,4,1989,1995,BrkTil,692.0,1189,350,1539,1,0,3,5,2,,142.0,Y,N,TA,10847169
1273,FV,7383,Bandra,1Fam,2Story,4,7,1995,2004,CBlock,1274.0,1326,389,1715,3,0,4,9,0,0.0,0.0,Y,Y,Gd,15026605
1274,RM,9397,Koramangala,1Fam,1Story,5,7,1996,2012,CBlock,1181.0,820,737,1557,3,1,3,7,1,2.0,456.0,Y,N,TA,10804361
1275,RL,8596,Whitefield,Apartment,1Story,3,6,1990,2004,PConc,1137.0,1021,440,1461,2,1,4,7,0,2.0,370.0,Y,Y,TA,11921684
1276,RM,4646,Saket,Apartment,2Story,6,9,1987,2004,PConc,1029.0,1170,672,1842,2,0,4,8,2,2.0,,N,Y,Gd,10276658
1277,RL,6795,Saket,1Fam,1Story,8,4,1982,2000,CBlock,679.0,1395,1,1396,2,1,3,6,0,1.0,,Y,Y,Gd,10453834
1278,C,8979,Viman Nagar,1Fam,SplitLevel,6,3,1985,1986,PConc,442.0,526,279,805,2,1,2,5,0,3.0,,Y,Y,TA,9071234
1279,RM,4555,Sector17,1Fam,1Story,8,3,1978,1981,CBlock,353.0,624,39,663,1,0,5,7,1,1.0,232.0,N,Y,TA,7950512
1280,RM,7839,Indiranagar,Apartment,2Story,3,8,1981,1983,PConc,796.0,1418,274,1692,1,1,4,7,2,2.0,359.0,Y,N,TA,10666739
1281,RL,6921,Saket,Duplex,2Story,3,5,2013,2019,PConc,884.0,922,454,1376,3,0,5,10,1,2.0,386.0,Y,Y,TA,9567815
1282,RL,3490,Malad,1Fam,1Story,3,8,2007,2024,BrkTil,434.0,567,168,735,2,0,2,5,1,3.0,619.0,Y,N,TA,7530320
1283,RL,7239,Koramangala,1Fam,2Story,4,8,1988,1997,CBlock,1233.0,1521,132,1653,2,1,5,9,0,1.0,187.0,Y,Y,TA,11565384
1284,RL,5325,Malad,Duplex,2Story,9,3,1976,1982,PConc,641.0,1462,91,1553,2,1,5,8,2,2.0,371.0,Y,Y,Gd,10323744
1285,RL,4664,Whitefield,1Fam,SplitLevel,8,6,2004,2011,BrkTil,887.0,783,567,1350,1,1,3,5,1,0.0,0.0,Y,Y,Ex,16223823
1286,RL,7018,Saket,Apartment,1Story,9,7,2017,2022,CBlock,1215.0,1154,569,1723,3,1,3,8,2,0.0,72.0,N,Y,Gd,12268914
1287,RL,3138,Indiranagar,Apartment,1Story,4,9,1987,1987,CBlock,1588.0,1506,751,2257,1,1,2,5,1,2.0,481.0,Y,N,Ex,15815504
1288,FV,5651,Whitefield,Apartment,1Story,4,7,1985,1988,PConc,,1168,1074,2242,3,1,3,7,0,0.0,16.0,Y,Y,Ex,15481328
1289,RL,12102,Powai,Duplex,2Story,7,7,2008,2021,PConc,1155.0,1335,336,1671,3,0,4,9,1,3.0,588.0,Y,Y,Fa,11334216
1290,RL,8300,Powai,1Fam,1Story,6,4,1973,1989,CBlock,,1443,114,1557,1,1,2,5,1,2.0,391.0,Y,Y,TA,10486876
1291,C,5237,Malad,1Fam,1Story,6,3,1994,2013,PConc,894.0,1159,519,1678,1,0,3,6,1,1.0,241.0,N,N,TA,9458181
1292,FV,9808,Sector17,Duplex,1Story,5,9,2001,2018,PConc,1054.0,1526,228,1754,3,1,3,7,2,2.0,451.0,Y,Y,TA,10745919
1293,RL,5015,Bandra,1Fam,1Story,10,6,2009,2019,PConc,594.0,1192,273,1465,1,1,2,4,0,,572.0,N,Y,Gd,16015773
1294,RL,5892,Sector17,1Fam,2Story,4,4,1982,1995,PConc,679.0,1160,527,1687,1,1,4,7,2,,253.0,Y,Y,Ex,11668798
1295,RL,4702,Viman Nagar,1Fam,1Story,8,5,2014,2022,CBlock,403.0,463,350,813,3,1,2,6,1,3.0,630.0,Y,Y,Fa,9969536
1296,RL,7512,Sector17,1Fam,1Story,7,6,1986,2000,PConc,722.0,1401,239,1640,3,1,3,7,0,0.0,52.0,N,Y,Ex,12650820
1297,C,9737,Viman Nagar,1Fam,1Story,7,8,2018,2024,PConc,926.0,1704,134,1838,2,0,3,7,2,0.0,0.0,Y,Y,TA,13515170
1298,RM,5001,Viman Nagar,Duplex,2Story,10,6,2006,2015,BrkTil,637.0,1142,213,1355,1,0,2,4,1,0.0,0.0,Y,Y,Ex,13858476
1299,RL,2879,Indiranagar,1Fam,SplitLevel,9,6,1975,1993,CBlock,638.0,789,763,1552,3,0,4,9,0,3.0,591.0,Y,Y,Gd,13132313
1300,C,9181,Saket,1Fam,2Story,10,7,1988,2006,PConc,797.0,634,410,1044,1,1,4,6,0,3.0,576.0,N,N,Ex,10135373
1301,RM,10107,Indiranagar,1Fam,1Story,10,6,1982,1987,CBlock,392.0,520,454,974,1,1,5,7,1,2.0,495.0,N,Y,TA,11706030
1302,FV,3009,Viman Nagar,1Fam,1Story,10,8,1995,2014,PConc,1184.0,1338,367,1705,3,1,4,9,0,1.0,179.0,N,N,TA,11560473
1303,FV,7920,Whitefield,Apartment,1Story,6,8,1983,1988,PConc,569.0,1084,151,1235,2,0,2,5,0,1.0,223.0,Y,Y,TA,11806605
1304,RL,7453,Powai,1Fam,2Story,4,3,2000,2007,CBlock,543.0,394,317,711,3,0,4,9,2,3.0,607.0,Y,Y,TA,10759816
1305,RL,5425,Viman Nagar,1Fam,1Story,5,6,1973,1973,CBlock,790.0,959,85,1044,3,1,4,8,0,3.0,585.0,Y,Y,Fa,7788864
1306,RL,4211,Indiranagar,1Fam,SplitLevel,4,7,2008,2024,BrkTil,738.0,867,249,1116,1,0,5,7,2,0.0,0.0,Y,Y,TA,11910224
1307,FV,8983,Whitefield,Apartment,SplitLevel,9,6,1977,1993,CBlock,1329.0,1678,309,1987,2,1,4,7,2,3.0,702.0,Y,N,TA,12894522
1308,FV,7358,Indiranagar,1Fam,1Story,3,5,1994,2008,BrkTil,679.0,1664,25,1689,3,1,5,10,2,0.0,0.0,Y,N,Gd,12982448
1309,RL,7508,Sector17,1Fam,1Story,10,5,1982,1988,BrkTil,924.0,630,534,1164,1,0,5,7,2,3.0,643.0,Y,Y,TA,9552512
1310,RL,5756,Koramangala,1Fam,1Story,4,7,2001,2019,CBlock,980.0,1241,65,1306,3,0,4,8,0,1.0,199.0,Y,N,TA,9602242
1311,RL,5396,Malad,1Fam,1Story,9,3,2007,2009,BrkTil,1710.0,1270,986,2256,1,0,3,6,0,2.0,377.0,N,Y,Ex,14548014
1312,RM,2090,Bandra,1Fam,2Story,3,3,2007,2017,CBlock,1372.0,1440,628,2068,3,0,2,7,2,3.0,605.0,N,N,Ex,17500271
1313,RL,6543,Indiranagar,Duplex,2Story,3,8,1997,2016,PConc,559.0,962,78,1040,2,1,2,5,0,,15.0,Y,Y,Gd,11406239
1314,RL,9877,Bandra,1Fam,1Story,10,8,2022,2024,PConc,1652.0,2078,103,2181,3,1,4,9,2,2.0,376.0,Y,N,Gd,16216351
1315,RL,5219,Andheri,Duplex,2Story,5,4,1999,2007,PConc,805.0,1174,385,1559,1,0,2,5,2,0.0,,Y,N,TA,9329862
1316,RM,3955,Indiranagar,1Fam,2Story,8,7,1972,1981,BrkTil,1249.0,1593,406,1999,3,0,2,7,2,0.0,23.0,Y,Y,TA,13005425
1317,C,7871,Koramangala,1Fam,SplitLevel,6,6,1997,1998,CBlock,667.0,1296,222,1518,2,0,5,9,1,2.0,405.0,Y,Y,Fa,9030721
1318,RL,8240,Bandra,Duplex,2Story,4,9,1972,1972,CBlock,1685.0,2008,184,2192,2,0,3,6,0,2.0,367.0,N,Y,TA,13333551
1319,RL,5828,Viman Nagar,1Fam,2Story,3,7,2014,2024,PConc,465.0,571,449,1020,2,1,2,6,0,2.0,353.0,Y,Y,TA,10831669
1320,RM,6302,Indiranagar,Duplex,1Story,4,4,2003,2020,PConc,721.0,1332,140,1472,2,1,3,6,2,3.0,617.0,Y,Y,Gd,14021659
1321,FV,7527,Saket,Duplex,2Story,8,8,1985,2001,PConc,1376.0,1635,573,2208,1,1,2,4,0,2.0,304.0,Y,Y,TA,10294728
1322,RL,6688,Malad,Apartment,1Story,6,7,1991,1996,BrkTil,423.0,435,165,600,3,1,3,7,2,,586.0,Y,Y,TA,8063156
1323,RL,9000,Koramangala,1Fam,2Story,8,7,2001,2014,BrkTil,1020.0,1122,454,1576,2,1,3,7,0,1.0,206.0,Y,Y,TA,11885957
1324,RL,11874,Bandra,1Fam,1Story,6,8,2007,2021,CBlock,691.0,1058,345,1403,3,1,2,7,2,1.0,286.0,Y,Y,Gd,15107954
1325,RL,3581,Koramangala,1Fam,1Story,7,4,1977,1990,PConc,777.0,1888,54,1942,1,1,5,7,2,0.0,0.0,Y,Y,TA,11556377
1326,RL,9459,Whitefield,1Fam,1Story,6,8,1977,1979,PConc,1499.0,1651,483,2134,3,0,3,7,1,0.0,0.0,Y,Y,Gd,12820957
1327,RL,7210,Malad,1Fam,1Story,10,3,1975,1993,PConc,1560.0,1918,47,1965,3,1,3,8,2,3.0,614.0,Y,Y,TA,10689361
1328,RL,9776,Viman Nagar,1Fam,1Story,5,6,1983,1994,PConc,1245.0,1015,705,1720,2,0,2,6,1,0.0,0.0,Y,Y,TA,10921671
1329,RM,8448,Indiranagar,1Fam,SplitLevel,8,8,2001,2002,CBlock,946.0,1396,224,1620,2,0,3,6,0,1.0,189.0,Y,Y,TA,14262183
1330,RL,7122,Indiranagar,1Fam,1Story,3,4,2004,2006,PConc,1087.0,1293,135,1428,1,0,3,6,0,3.0,,Y,Y,Ex,14308662
1331,RL,8520,Indiranagar,Duplex,2Story,10,5,1979,1996,CBlock,960.0,1430,274,1704,3,1,5,10,1,3.0,631.0,N,Y,Gd,14505919
1332,RL,6211,Malad,Duplex,1Story,7,3,1972,1972,CBlock,1420.0,1871,458,2329,1,1,3,5,0,2.0,366.0,Y,Y,Gd,10674540
1333,RL,5451,Saket,1Fam,1Story,5,5,1981,2000,PConc,699.0,926,258,1184,1,1,5,8,1,3.0,599.0,Y,N,TA,8031162
1334,RL,8621,Andheri,Duplex,1Story,4,9,2018,2023,PConc,809.0,1300,98,1398,1,1,3,6,0,0.0,0.0,N,Y,Gd,11118498
1335,C,5311,Powai,1Fam,1Story,10,8,2000,2004,BrkTil,1109.0,1422,140,1562,2,0,3,6,1,1.0,225.0,Y,N,TA,10624962
1336,RL,8284,Sector17,1Fam,1Story,8,3,1998,1998,PConc,1282.0,1178,922,2100,2,1,5,9,1,0.0,0.0,N,Y,Gd,11562265
1337,RL,7061,Bandra,1Fam,1Story,9,6,1974,1992,CBlock,901.0,1581,130,1711,3,0,5,9,2,1.0,294.0,N,N,Ex,15265658
1338,RL,2341,Saket,Duplex,1Story,9,8,2021,2021,PConc,1052.0,1478,613,2091,3,1,4,9,0,2.0,417.0,Y,Y,TA,11809767
1339,C,5851,Viman Nagar,1Fam,SplitLevel,3,6,1994,2009,CBlock,,1327,790,2117,3,1,3,7,2,1.0,156.0,N,Y,TA,12393292
1340,RL,7669,Bandra,1Fam,1Story,6,7,2010,2021,PConc,1200.0,1772,124,1896,2,0,5,9,1,2.0,345.0,Y,N,TA,12917444
1341,RL,6187,Indiranagar,Apartment,2Story,3,5,2000,2007,CBlock,525.0,764,304,1068,2,0,3,6,2,,33.0,Y,Y,Gd,13816079
1342,RL,2000,Koramangala,1Fam,SplitLevel,9,3,1990,2005,CBlock,1115.0,2197,233,2430,1,0,3,6,1,2.0,489.0,N,N,Ex,14978648
1343,RL,9641,Viman Nagar,Apartment,2Story,4,6,1989,1989,PConc,1525.0,1456,850,2306,2,1,3,7,0,3.0,674.0,N,Y,Ex,15433999
1344,RM,7338,Bandra,1Fam,SplitLevel,7,4,2008,2011,PConc,1096.0,818,813,1631,1,1,2,5,0,3.0,539.0,Y,Y,Ex,17878169
1345,RL,7887,Indiranagar,Duplex,1Story,7,6,1991,2000,BrkTil,637.0,679,230,909,1,0,4,6,0,1.0,210.0,Y,Y,TA,11377198
1346,C,6053,Bandra,Duplex,2Story,8,4,1973,1983,PConc,492.0,450,369,819,2,1,2,6,1,0.0,56.0,Y,N,Gd,11621589
1347,RL,8062,Koramangala,Apartment,1Story,7,8,1982,1998,CBlock,1308.0,1514,213,1727,1,0,4,6,2,0.0,,Y,Y,Fa,9340706
1348,FV,10669,Indiranagar,Apartment,1Story,8,3,2014,2020,CBlock,967.0,796,453,1249,1,1,3,6,0,,251.0,Y,Y,TA,14082529
1349,RL,5529,Andheri,Apartment,2Story,10,6,2011,2022,PConc,535.0,534,207,741,3,0,3,8,1,3.0,564.0,N,Y,TA,10858714
1350,C,10334,Saket,1Fam,SplitLevel,8,9,2019,2024,PConc,529.0,440,370,810,1,0,5,8,2,2.0,389.0,Y,N,Fa,6956779
1351,RL,7797,Whitefield,Duplex,SplitLevel,10,6,2018,2024,PConc,711.0,878,487,1365,2,1,4,8,1,1.0,213.0,Y,Y,Gd,16062096
1352,RL,5261,Sector17,Duplex,1Story,8,9,1989,2003,CBlock,1346.0,1511,186,1697,2,0,4,8,1,2.0,453.0,Y,N,Ex,11961855
1353,RL,11424,Malad,1Fam,1Story,9,3,2021,2022,CBlock,,1325,977,2302,1,1,2,5,0,2.0,476.0,Y,Y,TA,12746975
1354,C,7783,Sector17,Apartment,2Story,9,6,1982,1995,BrkTil,886.0,1517,325,1842,3,1,4,8,1,0.0,0.0,Y,Y,Gd,12080023
1355,RL,8352,Viman Nagar,1Fam,2Story,6,4,1986,1998,CBlock,812.0,1350,59,1409,2,0,3,6,1,3.0,576.0,Y,Y,Fa,9203439
1356,RL,6461,Sector17,1Fam,1Story,10,6,2005,2008,CBlock,756.0,1502,287,1789,2,0,5,9,2,2.0,372.0,Y,Y,Fa,10001031
1357,RL,5407,Indiranagar,1Fam,1Story,5,5,2002,2015,PConc,1380.0,1580,165,1745,3,1,2,7,0,3.0,,Y,Y,Fa,12541456
1358,FV,7335,Andheri,1Fam,2Story,10,8,1970,1983,CBlock,1251.0,1091,878,1969,1,1,5,8,1,0.0,49.0,Y,Y,Fa,8646576
1359,RL,10162,Whitefield,1Fam,2Story,8,7,1984,1999,PConc,983.0,988,592,1580,2,0,4,8,1,1.0,244.0,Y,Y,TA,11452977
1360,RL,6380,Saket,1Fam,1Story,8,4,1982,1988,PConc,1402.0,2006,112,2118,1,0,4,7,2,1.0,213.0,Y,Y,TA,10218571
1361,FV,6946,Saket,1Fam,2Story,5,5,1986,2004,CBlock,1204.0,1725,287,2012,1,0,2,4,1,0.0,18.0,Y,Y,Ex,10549180
1362,FV,9912,Koramangala,1Fam,2Story,3,9,1993,1994,CBlock,,1345,296,1641,1,1,4,7,1,0.0,0.0,Y,Y,TA,10185166
1363,RL,6399,Malad,Apartment,SplitLevel,8,8,1977,1986,PConc,993.0,1281,259,1540,1,1,5,8,1,2.0,393.0,Y,Y,Gd,11079990
1364,C,8020,Bandra,1Fam,2Story,6,3,2019,2024,CBlock,1413.0,1455,604,2059,2,1,3,6,1,0.0,42.0,Y,Y,TA,14125239
1365,RL,8754,Andheri,1Fam,1Story,7,4,1996,2012,PConc,704.0,649,594,1243,3,0,2,6,1,1.0,213.0,N,Y,Fa,8304601
1366,RL,6606,Bandra,1Fam,SplitLevel,7,7,2014,2018,BrkTil,594.0,754,92,846,2,0,4,7,2,3.0,576.0,N,Y,Gd,13133614
1367,C,7619,Whitefield,1Fam,1Story,4,8,1992,2003,PConc,413.0,707,136,843,3,1,5,10,1,3.0,654.0,Y,N,Ex,12250266
1368,RM,8322,Sector17,1Fam,SplitLevel,4,9,2015,2020,PConc,586.0,884,317,1201,1,1,3,6,1,3.0,569.0,Y,Y,Gd,10959835
1369,RL,6198,Saket,1Fam,2Story,7,7,1977,1985,CBlock,896.0,1832,97,1929,3,0,4,9,1,3.0,607.0,Y,N,TA,8779608
